"sid","lat","lon","seq"
"357","-31.445812806735","-64.232407536824",27
"356","-31.441368854745","-64.227048483233",1
"356","-31.441391738663","-64.232434358934",2
"356","-31.443616028795","-64.232434358934",3
"356","-31.443581703733","-64.227005567872",4
"356","-31.443581703733","-64.227005567872",5
"356","-31.441368854745","-64.227048483233",6
"358","-31.441345970824","-64.237053122861",1
"358","-31.44440321348","-64.237026300771",2
"358","-31.44440321348","-64.237818222983",3
"358","-31.444407790115","-64.238642331703",4
"358","-31.44440321348","-64.239705157025",5
"358","-31.44440321348","-64.240762617929",6
"358","-31.444412366751","-64.242814507825",7
"358","-31.444288797512","-64.242835965497",8
"358","-31.444297950795","-64.245485988004",9
"358","-31.445254463891","-64.245475259168",10
"358","-31.445199544742","-64.247556653363",11
"358","-31.444252184373","-64.247567382199",12
"358","-31.444238454442","-64.246955838545",13
"358","-31.441574809805","-64.246961202962",14
"358","-31.441597693673","-64.2427769569",15
"358","-31.441332240467","-64.2427769569",16
"358","-31.441345970824","-64.237053122861",17
"95","-31.422360647136","-64.182574323095",1
"95","-31.420845349348","-64.188209439926",2
"95","-31.423137750859","-64.187076059263",3
"95","-31.423584231763","-64.185745805705",4
"95","-31.424810409753","-64.186270916023",5
"95","-31.426012647151","-64.185734343639",6
"95","-31.426426418157","-64.184292794766",7
"95","-31.422360647136","-64.182574323095",8
"96","-31.423192682934","-64.186882940214",1
"96","-31.423137750859","-64.187076059263",2
"96","-31.423526852363","-64.187188712043",3
"96","-31.425174793773","-64.186426964682",4
"96","-31.423584231763","-64.185745805705",5
"96","-31.423489758565","-64.186020174814",6
"96","-31.423489758565","-64.186020174814",7
"96","-31.423336761946","-64.186464507088",8
"96","-31.423192682934","-64.186882940214",9
"97","-31.422350387584","-64.189667073175",1
"97","-31.422744070048","-64.188368884011",2
"97","-31.421828526887","-64.187993374749",3
"97","-31.421164752226","-64.188507824529",4
"97","-31.421201374383","-64.189103274931",5
"97","-31.422350387584","-64.189667073175",6
"542","-31.378264670899","-64.09113037555",1
"542","-31.37822688702","-64.090938597605",2
"542","-31.378615029782","-64.091023087189",3
"542","-31.378687162331","-64.091328859017",4
"542","-31.378303599729","-64.091236322806",5
"542","-31.37828299035","-64.091226935074",6
"542","-31.378264670899","-64.09113037555",7
"584","-31.403387301706","-64.198745807743",1
"584","-31.405362624033","-64.199538625449",2
"584","-31.406487271911","-64.194169965138",3
"584","-31.40625834702","-64.194097548118",4
"584","-31.406327024464","-64.193743496528",5
"584","-31.406505585586","-64.193807869544",6
"584","-31.407247297372","-64.191377788176",7
"584","-31.407617793239","-64.190093955724",8
"584","-31.408094306748","-64.188427358258",9
"584","-31.407659356943","-64.188255696882",10
"584","-31.40809582818","-64.186792905664",11
"584","-31.407448748943","-64.186528354273",12
"584","-31.407201512863","-64.187311559305",13
"584","-31.407192355959","-64.184205561267",14
"584","-31.407113362937","-64.183599242795",15
"584","-31.407618151065","-64.181914954778",16
"584","-31.406542213743","-64.181453434083",17
"584","-31.407120950219","-64.179503823463",18
"584","-31.407718876786","-64.177537408924",19
"584","-31.408085150209","-64.177687612633",20
"584","-31.408167561531","-64.177414027312",21
"584","-31.408417084262","-64.177521315673",22
"584","-31.408528110218","-64.177135077574",23
"584","-31.40874157728","-64.177223590472",24
"584","-31.408862045742","-64.176827964642",25
"584","-31.409087816388","-64.176920500853",26
"584","-31.40925263692","-64.17642179072",27
"584","-31.409659630523","-64.176589681249",28
"584","-31.409756254278","-64.176244764906",29
"584","-31.410465892327","-64.176512985809",30
"584","-31.410635289003","-64.175917535406",31
"584","-31.41297476317","-64.17684021533",32
"584","-31.413482938972","-64.175106253622",33
"584","-31.414224595604","-64.174998965261",34
"584","-31.415955104944","-64.174371328352",35
"584","-31.415645445947","-64.173251120764",36
"584","-31.414586265259","-64.173653751005",37
"584","-31.413542454565","-64.173648386587",38
"584","-31.413070904697","-64.173664479842",39
"584","-31.411830213626","-64.173364072431",40
"584","-31.411093116327","-64.173229961981",41
"584","-31.410813842218","-64.172267046321",42
"584","-31.410209507866","-64.172492351872",43
"584","-31.410090471849","-64.172492351879",44
"584","-31.40775092577","-64.17339893852",45
"584","-31.407924905764","-64.174021211011",46
"584","-31.406972590267","-64.174579110487",47
"584","-31.40642926669","-64.175030161238",48
"584","-31.405672297729","-64.175748553617",49
"584","-31.40523275815","-64.176370826109",50
"584","-31.404697066493","-64.177341785803",51
"584","-31.404211736378","-64.178731170069",52
"584","-31.404143057386","-64.179095950502",53
"584","-31.404042328107","-64.180029359236",54
"584","-31.403964491771","-64.182287779226",55
"584","-31.404449823162","-64.182411160838",56
"584","-31.404468137505","-64.182952967059",57
"584","-31.404523080513","-64.183366027248",58
"584","-31.404742852223","-64.184444275272",59
"584","-31.404881380221","-64.185187130295",60
"584","-31.405219022494","-64.186997738256",61
"584","-31.405167427263","-64.188417024991",62
"584","-31.405092239024","-64.190485309119",63
"584","-31.405008409018","-64.192791309727",64
"584","-31.404935152046","-64.193606701267",65
"584","-31.404880209279","-64.194443550478",66
"584","-31.404056063923","-64.194894161594",67
"584","-31.40396449177","-64.195559349429",68
"584","-31.403754654023","-64.196652962806",69
"584","-31.403433371521","-64.19832738913",70
"584","-31.403387301706","-64.198745807743",71
"91","-31.43345068378","-64.169723953333",1
"91","-31.435601002011","-64.169776469389",2
"91","-31.437250685397","-64.169816759529",3
"91","-31.437638701466","-64.16982623613",4
"91","-31.439396240033","-64.170276847245",5
"91","-31.440787601358","-64.170770373704",6
"91","-31.441300202963","-64.176713790023",7
"91","-31.435217455046","-64.175646270834",8
"91","-31.433226401802","-64.175341531675",9
"91","-31.433404912061","-64.17502399835",10
"91","-31.43398621123","-64.174133504957",11
"91","-31.434192182511","-64.173554147809",12
"91","-31.434196759646","-64.172953332988",13
"91","-31.434054868374","-64.172320331659",14
"91","-31.433771085186","-64.17201992425",15
"91","-31.433313368214","-64.171666905324",16
"91","-31.43346441512","-64.170496945861",17
"91","-31.43345068378","-64.169723953333",18
"165","-31.442055369853","-64.125296202065",1
"165","-31.442297937316","-64.12572535551",2
"165","-31.442590848137","-64.125832643865",3
"165","-31.442920371716","-64.125939932228",4
"165","-31.441840262326","-64.127098646521",5
"165","-31.441327663683","-64.127484884624",6
"165","-31.44028415064","-64.127656546",7
"165","-31.439570161336","-64.127978411082",8
"165","-31.438929397073","-64.128407564519",9
"165","-31.438380167076","-64.128815260293",10
"165","-31.437098617898","-64.129437532786",11
"165","-31.436293063732","-64.130295839667",12
"165","-31.435414269472","-64.131154146549",13
"165","-31.434645317737","-64.13201245344",14
"165","-31.43402282838","-64.132677641274",15
"165","-31.43327217395","-64.134329882025",16
"165","-31.432631366632","-64.136196699502",17
"165","-31.432210262295","-64.137612905864",18
"165","-31.43188070106","-64.138149347664",19
"165","-31.433121126902","-64.139227595686",20
"165","-31.433125704092","-64.140810099011",21
"165","-31.432558131231","-64.140981760387",22
"165","-31.432100408679","-64.140080538154",23
"165","-31.431715920008","-64.139715757731",24
"165","-31.431203265994","-64.13967284238",25
"165","-31.430873701219","-64.13995179212",26
"165","-31.430724938965","-64.140254881742",27
"165","-31.430269496126","-64.140445318581",28
"165","-31.430708918401","-64.139608469369",29
"165","-31.430983556276","-64.138685789468",30
"165","-31.431368047951","-64.138042059304",31
"165","-31.431734229032","-64.137162294747",32
"165","-31.432618488171","-64.134573689057",33
"165","-31.433052469081","-64.13334282911",34
"165","-31.433729890784","-64.132355776192",35
"165","-31.436787381886","-64.129051294687",36
"165","-31.436787381886","-64.129051294687",37
"165","-31.437611239676","-64.128579225899",38
"165","-31.437977396368","-64.128214445474",39
"165","-31.439222318426","-64.127817478539",40
"165","-31.439734928585","-64.127484884622",41
"165","-31.440697272348","-64.127229217585",42
"165","-31.441327663687","-64.127055731179",43
"165","-31.441701815205","-64.126680221917",44
"165","-31.442002737207","-64.12604722059",45
"165","-31.442055369853","-64.125296202065",46
"538","-31.420664018622","-64.1882280681",1
"538","-31.420732036251","-64.188355966248",2
"538","-31.420766214344","-64.188494999283",3
"538","-31.420789926452","-64.188591457781",4
"538","-31.421869726177","-64.18803374472",5
"538","-31.422221531062","-64.188181974174",6
"538","-31.427015498368","-64.185934317211",7
"538","-31.426907189905","-64.185550498143",8
"538","-31.426328496459","-64.185830903163",9
"538","-31.426254673056","-64.185663983213",10
"538","-31.426194811517","-64.185635575728",11
"538","-31.424726190023","-64.186258122351",12
"538","-31.425096974623","-64.186424419311",13
"538","-31.423531429672","-64.187159344582",14
"538","-31.423210993273","-64.187014505293",15
"538","-31.420664018622","-64.1882280681",16
"93","-31.44195925804","-64.182485903822",1
"93","-31.441446660047","-64.17810853871",2
"93","-31.440860830338","-64.177877868735",3
"93","-31.439908849249","-64.180983866774",4
"93","-31.439705454293","-64.181718914613",5
"93","-31.441336816913","-64.182342097202",6
"93","-31.44195925804","-64.182485903822",7
"92","-31.435217455046","-64.175646270834",1
"92","-31.441300202963","-64.176713790023",2
"92","-31.441446660047","-64.17810853871",3
"92","-31.440860830338","-64.177877868735",4
"92","-31.439908849249","-64.180983866774",5
"92","-31.434283725158","-64.178671802604",6
"92","-31.435217455046","-64.175646270834",7
"161","-31.433409489237","-64.114374246957",1
"161","-31.43266798431","-64.113687601447",2
"161","-31.430910319583","-64.113687601447",3
"161","-31.428585024989","-64.110790815711",4
"161","-31.427255278164","-64.109706014069",5
"161","-31.427422356069","-64.114138212558",6
"161","-31.427376581407","-64.114524450661",7
"161","-31.433409489237","-64.114374246957",8
"344","-31.454475683704","-64.217859198999",1
"344","-31.457756834753","-64.218735234939",2
"344","-31.454661181269","-64.221469488462",3
"344","-31.45383060912","-64.221751120409",4
"344","-31.452922233902","-64.221946921667",5
"344","-31.452876471693","-64.22283741506",6
"344","-31.452865031138","-64.223296072802",7
"344","-31.452775794755","-64.223829832396",8
"344","-31.452542406891","-64.225374784789",9
"344","-31.452267832189","-64.227434721314",10
"344","-31.454464407266","-64.229902353608",11
"344","-31.455123369744","-64.230009641971",12
"344","-31.455654197259","-64.230374422395",13
"344","-31.455837240531","-64.230975237217",14
"344","-31.455965370609","-64.23134001764",15
"344","-31.456239934472","-64.231726255735",16
"344","-31.456422976599","-64.232048120816",17
"344","-31.45650534544","-64.232884970029",18
"344","-31.456285695037","-64.234075870831",19
"344","-31.456194173883","-64.234966364224",20
"344","-31.456651778757","-64.236039247831",21
"344","-31.456834820079","-64.23764857324",22
"344","-31.456834820079","-64.239772882779",23
"344","-31.456871428302","-64.240674105008",24
"344","-31.457043028874","-64.241669207212",25
"344","-31.456969566992","-64.242958604104",26
"344","-31.456676547723","-64.242957112887",27
"344","-31.456061468052","-64.242953982672",28
"344","-31.456294847147","-64.243785467466",29
"344","-31.456687242903","-64.244325933911",30
"344","-31.45707048498","-64.24474838316",31
"344","-31.457914756604","-64.245459165892",32
"344","-31.45859199858","-64.246046572324",33
"344","-31.458591998579","-64.24777659448",34
"344","-31.45677990772","-64.246446218809",35
"344","-31.455516914569","-64.24529823335",36
"344","-31.455180579165","-64.244785926584",37
"344","-31.454798465212","-64.244203892072",38
"344","-31.454427798103","-64.243527975401",39
"344","-31.454132636207","-64.242905702944",40
"344","-31.454132636207","-64.242905702944",41
"344","-31.451730121069","-64.242905702939",42
"344","-31.451620645218","-64.239438174815",43
"344","-31.45139376403","-64.239451017698",44
"344","-31.451167237181","-64.236851957162",45
"344","-31.451073422872","-64.235969510397",46
"344","-31.451004778195","-64.235151436647",47
"344","-31.450739351639","-64.234252896627",48
"344","-31.450502526449","-64.233764734586",49
"344","-31.450293158752","-64.233324852308",50
"344","-31.450084934678","-64.233110275587",51
"344","-31.449952220191","-64.233056631407",52
"344","-31.449669629235","-64.232977506241",53
"344","-31.449277203943","-64.23280182155",54
"344","-31.448647947129","-64.23255774053",55
"344","-31.4484282783","-64.232454475482",56
"344","-31.448181150252","-64.232415583452",57
"344","-31.447819609897","-64.232471909841",58
"344","-31.447515274211","-64.232654300054",59
"344","-31.447183478541","-64.232874241194",60
"344","-31.446883717305","-64.233070042452",61
"344","-31.446643449973","-64.233158555349",62
"344","-31.44643064125","-64.233037855943",63
"344","-31.446263597505","-64.232842054685",64
"344","-31.446080535525","-64.23253091844",65
"344","-31.445948959506","-64.232276108583",66
"344","-31.445789923897","-64.232107129415",67
"344","-31.445599996126","-64.232037391981",68
"344","-31.443586280409","-64.232037391981",69
"344","-31.443581703733","-64.227005567872",70
"344","-31.44239176041","-64.227027025543",71
"344","-31.442410067345","-64.221963014918",72
"344","-31.440323053743","-64.221984472589",73
"344","-31.440323053743","-64.221319284755",74
"344","-31.436936134515","-64.221319284755",75
"344","-31.436926980513","-64.219173517543",76
"344","-31.439531257913","-64.219178881963",77
"344","-31.439531257914","-64.216577139217",78
"344","-31.441160610839","-64.216577139223",79
"344","-31.441156034045","-64.217403259597",80
"344","-31.44136198957","-64.217784133278",81
"344","-31.441513023334","-64.21818646463",82
"344","-31.441751015439","-64.218465414368",83
"344","-31.441879164784","-64.219012585008",84
"344","-31.4420027372","-64.219559755644",85
"344","-31.442208690865","-64.219929900484",86
"344","-31.442533639061","-64.220265176612",87
"344","-31.442773916932","-64.220435496885",88
"344","-31.443142341804","-64.220691647846",89
"344","-31.443458133398","-64.220560219607",90
"344","-31.443890628855","-64.22056692513",91
"344","-31.444391771888","-64.220900860154",92
"344","-31.44470069434","-64.221152987801",93
"344","-31.444940966654","-64.221421208702",94
"344","-31.445382608443","-64.222786453088",95
"344","-31.445654915037","-64.224248256999",96
"344","-31.445458122115","-64.225299682936",97
"344","-31.445837977849","-64.226345744448",98
"344","-31.446165201734","-64.22701897891",99
"344","-31.446414623368","-64.227327432947",100
"344","-31.447208649288","-64.22783705266",101
"344","-31.448007244938","-64.228368130044",102
"344","-31.449238304553","-64.229194250422",103
"344","-31.44772808047","-64.225267496428",104
"344","-31.449599839434","-64.223835196814",105
"344","-31.450606638079","-64.221496310553",106
"344","-31.453736797476","-64.220015731177",107
"344","-31.454475683704","-64.217859198999",108
"346","-31.41128998166","-64.206320371975",1
"346","-31.411491424282","-64.205647140126",2
"346","-31.411912621659","-64.205212622266",3
"346","-31.412040811789","-64.204944401364",4
"346","-31.412251409482","-64.20466008721",5
"346","-31.412324660742","-64.20427921353",6
"346","-31.412288035118","-64.203807144742",7
"346","-31.41279163618","-64.202519684415",8
"346","-31.41344631352","-64.201816945653",9
"346","-31.413482938692","-64.2017418438",10
"346","-31.413267765608","-64.201602368932",11
"346","-31.413299812965","-64.201460209236",12
"346","-31.412464690576","-64.201142964368",13
"346","-31.412544414178","-64.200829892736",14
"346","-31.411880574097","-64.200593858343",15
"346","-31.411662690022","-64.201322753335",16
"346","-31.411473111579","-64.201250996933",17
"346","-31.411413594124","-64.20144680081",18
"346","-31.410960346903","-64.201272454606",19
"346","-31.410172881407","-64.203933205948",20
"346","-31.409669266288","-64.205724921572",21
"346","-31.41128998166","-64.206320371975",22
"347","-31.412431943657","-64.206387752199",1
"347","-31.413482938959","-64.203090992314",2
"347","-31.413693533413","-64.20272084747",3
"347","-31.413968221121","-64.202275600774",4
"347","-31.413730158487","-64.201910820349",5
"347","-31.413597392258","-64.201795487981",6
"347","-31.413936174264","-64.201503124578",7
"347","-31.414897575239","-64.201878633841",8
"347","-31.416563980255","-64.202061024054",9
"347","-31.416676141067","-64.201374378546",10
"347","-31.41679287973","-64.200848665579",11
"347","-31.416884439363","-64.200089600428",12
"347","-31.417008044462","-64.199306398017",13
"347","-31.415382849817","-64.198678761108",14
"347","-31.414957090217","-64.200081553803",15
"347","-31.413867502392","-64.199673858033",16
"347","-31.413267765608","-64.201602368932",17
"347","-31.413482938692","-64.2017418438",18
"347","-31.41344631352","-64.201816945653",19
"347","-31.41279163618","-64.202519684415",20
"347","-31.412288035118","-64.203807144742",21
"347","-31.412324660742","-64.20427921353",22
"347","-31.412251409482","-64.20466008721",23
"347","-31.412040811789","-64.204944401364",24
"347","-31.411879290368","-64.205247007739",25
"347","-31.411491424282","-64.205647140126",26
"347","-31.41128998166","-64.206320371975",27
"347","-31.412201844393","-64.206655317352",28
"347","-31.412301769999","-64.206341829643",29
"347","-31.412423548275","-64.206384790481",30
"347","-31.412431943657","-64.206387752199",31
"340","-31.406478114936","-64.195602264749",1
"340","-31.406175934291","-64.195500340807",2
"340","-31.406487271911","-64.194169965138",3
"340","-31.406835236262","-64.194314804422",4
"340","-31.406478114936","-64.195602264749",5
"341","-31.406141060605","-64.200097380148",1
"341","-31.405393007184","-64.202554550518",2
"341","-31.40451392335","-64.202157583585",3
"341","-31.404193421987","-64.203187551846",4
"341","-31.404413194468","-64.20347723042",5
"341","-31.403863762301","-64.20530113255",6
"341","-31.403016714741","-64.204963174213",7
"341","-31.402732837632","-64.20508119141",8
"341","-31.402291455584","-64.20648676507",9
"341","-31.40418426479","-64.207259145131",10
"341","-31.404719959363","-64.205510344854",11
"341","-31.405516627688","-64.205800023428",12
"341","-31.407160221353","-64.200505220447",13
"341","-31.406150661415","-64.200101222109",14
"341","-31.406147860617","-64.200100101313",15
"341","-31.406153260232","-64.20010226208",16
"341","-31.406141060605","-64.200097380148",17
"342","-31.445929509121","-64.215504255606",1
"342","-31.450721046334","-64.216786351522",2
"342","-31.454475683704","-64.217859198999",3
"342","-31.453736797476","-64.220015731177",4
"342","-31.450606638079","-64.221496310553",5
"342","-31.449599839434","-64.223835196814",6
"342","-31.44772808047","-64.225267496428",7
"342","-31.447293661144","-64.223924483405",8
"342","-31.446945500233","-64.222848143897",9
"342","-31.445929509121","-64.215504255606",10
"343","-31.410172881407","-64.203933205948",1
"343","-31.409238902136","-64.203525510178",2
"343","-31.407586102309","-64.208374944076",3
"343","-31.411166368761","-64.209903803215",4
"343","-31.412201844393","-64.206655317352",5
"343","-31.41128998166","-64.206320371975",6
"343","-31.409669266288","-64.205724921572",7
"343","-31.410172881407","-64.203933205948",8
"548","-31.357940705575","-64.147680658842",1
"548","-31.358050415532","-64.145439511015",2
"548","-31.360906531127","-64.142820566583",3
"548","-31.361560425065","-64.138185085711",4
"548","-31.361821523311","-64.138190450128",5
"548","-31.362943779448","-64.138190450129",6
"548","-31.363361370814","-64.138194116279",7
"548","-31.362985577119","-64.141487214892",8
"548","-31.362667845944","-64.143564388055",9
"548","-31.362618269337","-64.143888495365",10
"548","-31.362451823304","-64.144407258168",11
"548","-31.362280775244","-64.144794365929",12
"548","-31.36201391113","-64.145375667953",13
"548","-31.361773448472","-64.145874145426",14
"548","-31.361531795998","-64.146375088097",15
"548","-31.361106937013","-64.146888433837",16
"548","-31.360682076108","-64.147047727986",17
"548","-31.360411594341","-64.147109546419",18
"548","-31.359729854331","-64.147265356868",19
"548","-31.359612758431","-64.147669438923",20
"548","-31.359612758431","-64.147669438923",21
"548","-31.359562103084","-64.147669778837",22
"548","-31.359493498683","-64.147670239194",23
"548","-31.359168326051","-64.147672421202",24
"548","-31.357940705575","-64.147680658842",25
"549","-31.363361370814","-64.138194116279",1
"549","-31.361560425065","-64.138185085711",2
"549","-31.35212261088","-64.138090258307",3
"549","-31.351691983001","-64.132768755621",4
"549","-31.351352976687","-64.131481295294",5
"549","-31.350821558925","-64.130279665655",6
"549","-31.349364725868","-64.12795150823",7
"549","-31.355833258776","-64.127919321722",8
"549","-31.367704057821","-64.127961128641",9
"549","-31.370227001713","-64.128007681016",10
"549","-31.368658109924","-64.128821399962",11
"549","-31.367077044935","-64.130070536972",12
"549","-31.365500870199","-64.131920069146",13
"549","-31.364759973775","-64.133226304936",14
"549","-31.364147327036","-64.13457545607",15
"549","-31.36369957708","-64.136026531147",16
"549","-31.363511055377","-64.137106547114",17
"549","-31.36343504861","-64.13754197924",18
"549","-31.363361370814","-64.138194116279",19
"348","-31.417008044462","-64.199306398017",1
"348","-31.417415483211","-64.199451237304",2
"348","-31.417200319415","-64.200902309763",3
"348","-31.417026356621","-64.201921549188",4
"348","-31.416646384131","-64.204147782671",5
"348","-31.416394594285","-64.205086555826",6
"348","-31.416458686309","-64.20619162594",7
"348","-31.417026356621","-64.206856813776",8
"348","-31.417241521083","-64.207452264177",9
"348","-31.417374281888","-64.208079901086",10
"348","-31.416829503596","-64.207913604127",11
"348","-31.416724209948","-64.207403984415",12
"348","-31.416037509343","-64.206524219858",13
"348","-31.415900168618","-64.205011453973",14
"348","-31.416259543087","-64.20354696785",15
"348","-31.416563980255","-64.202061024054",16
"348","-31.416676141067","-64.201374378546",17
"348","-31.41679287973","-64.200848665579",18
"348","-31.416884439363","-64.200089600428",19
"348","-31.417008044462","-64.199306398017",20
"349","-31.416757426943","-64.207564754124",1
"349","-31.414591429178","-64.206910376539",2
"349","-31.413636599492","-64.206631467508",3
"349","-31.412751723768","-64.206357902542",4
"349","-31.412727541922","-64.206492033347",5
"349","-31.412578501683","-64.206439454894",6
"349","-31.412423548275","-64.206384790481",7
"349","-31.412958501055","-64.20473605266",8
"349","-31.413482938959","-64.203090992314",9
"349","-31.413641059812","-64.202813076155",10
"349","-31.413968221121","-64.202275600774",11
"349","-31.413739314754","-64.201910820349",12
"349","-31.413597392258","-64.201795487981",13
"349","-31.413936174264","-64.201503124578",14
"349","-31.414336530727","-64.201659497532",15
"349","-31.414897575239","-64.201878633841",16
"349","-31.416563980255","-64.202061024054",17
"349","-31.416259543087","-64.20354696785",18
"349","-31.415900168618","-64.205011453973",19
"349","-31.416037509343","-64.206524219858",20
"349","-31.416724209948","-64.207403984415",21
"349","-31.416756600376","-64.207560753552",22
"349","-31.416758187386","-64.207568434653",23
"349","-31.416757426943","-64.207564754124",24
"522","-31.426828380201","-64.191238574858",1
"522","-31.428423484365","-64.185765544789",2
"522","-31.428472878143","-64.185788064585",3
"522","-31.428662840624","-64.185750513658",4
"522","-31.430701734861","-64.190277460255",5
"522","-31.43148705668","-64.192048340429",6
"522","-31.431763626995","-64.192750291556",7
"522","-31.431899009772","-64.193207054719",8
"522","-31.429384534506","-64.192230891636",9
"522","-31.426828380201","-64.191238574858",10
"523","-31.432581017024","-64.194644718752",1
"523","-31.432480755939","-64.194922510192",2
"523","-31.431867484937","-64.196842303573",3
"523","-31.432342787356","-64.197052284247",4
"523","-31.431825344962","-64.19788217648",5
"523","-31.431454157849","-64.197782431833",6
"523","-31.431315981462","-64.198215943865",7
"523","-31.431460737672","-64.198272940806",8
"523","-31.4316238027","-64.198399675182",9
"523","-31.431692611613","-64.198581003397",10
"523","-31.431765352726","-64.198807484931",11
"523","-31.431807465076","-64.198952880791",12
"523","-31.432292652427","-64.198867050102",13
"523","-31.432214839248","-64.198523192984",14
"523","-31.433345408516","-64.198158412562",15
"523","-31.433436951989","-64.198335438354",16
"523","-31.433446106331","-64.19855537949",17
"523","-31.434501206454","-64.198367721953",18
"523","-31.435011486019","-64.198276964115",19
"523","-31.435542427484","-64.198223319933",20
"523","-31.435908592258","-64.198496905252",21
"523","-31.435871975846","-64.199113813326",22
"523","-31.436883498999","-64.199317661212",23
"523","-31.437071155941","-64.198083845064",24
"523","-31.437580497228","-64.195742635012",25
"523","-31.434141834018","-64.194486106951",26
"523","-31.433579107537","-64.193903833526",27
"523","-31.433597152854","-64.194258480653",28
"523","-31.43351934104","-64.194515972719",29
